organCd,사용기관명,지역,주소,홈페이지 주소,전화번호,검색 키워드,대표 강좌 이름,위도,경도
7vdTacYpLHKLaFLskI/bnA==,한솔요리커피바리스타제과제빵학원,인천광역시 부평구,(21395) 인천광역시 부평구 경원대로 1395 14층,https://www.hscook.com,032 - 295 - 2500,"요리 , 제과제빵 , 바리스타",제빵기능사 | 제과기능사 | 발효빵마스터 | 국내바리스타1급 | 국내바리스타 2급 | 카페디저트 | 제과원데이클래스10회 | 조리원데이클래스,37.4918390,126.7244702
I/89e7rx7DEvInm+bH2PVQ==,카르페디엠평생교육원,서울특별시 송파구,(05607) 서울특별시 송파구 석촌호수로 135 레이크팰리스상가 A동 5층 508호 일부,,02 - 422 - 1919,"미술 , 그림 , 수채화",,37.5075719,127.0923856
UoAQ2Bny6sUYlzeUzEnIDA==,늘픔장애인평생교육원,전라남도 순천시,(57956) 전라남도 순천시 장명로 58 1층,,061 - 811 - 0704,,탁구 | 생활건강체조 | 원예치료 | 탁구 | 원예치료,34.9507673,127.4902425
JicVZLBWYfRNHGBTYd7Kdg==,학력인정홍지중고등학교,전라남도 보성군,(59416) 전라남도 보성군 벌교읍 녹색로 5071 초등학습관 지도보기,https://hjmh.hs.jne.kr,010 - 2260 - 9403,"80살도 영어를!! , 시니어 일자리 창출 , 시인이 되고싶다",,34.8414095,127.2970937
scDrC/LUulk3G2FvltQxWQ==,롯데마트맥스문화센터창원중앙점,경상남도 창원시,(51515) 경상남도 창원시 성산구 중앙대로 123 롯데마트 맥스창원중앙점 2층 문화센터,,055 - 240 - 2592,,금요 기타교실 | 수요 1:1 바이올린 | 프리미엄 아름다운 선율 1:1 바이올린 | 책놀이 지도사반 | 미술심리 색채 상담 지도사 3급 | 유행가로 본 사주 명리 | 파크야 놀자 파크골프 교실 | [소수정예 3명] 잔잔한 음악소리 하프 | 토요 기타 클래스 | 독서 심리 상담사  독서 지도사 (2급),35.2255160,128.6802817
YP8AAmxinUdYICfP2HtGoA==,안산위드피아노학원,경기도 안산시,(15464) 경기도 안산시 단원구 광덕4로 220 402호 지도보기,https://blog.naver.com/wipiansan,010 - 2336 - 9374,"피아노 , 음악 , 악기",,37.3145175,126.8369732
tfSls480mvQ/mPCLihVT/Q==,한승연뷰티미용학원,전라남도 여수시,(59689) 전라남도 여수시 선소로 51-1 2층 한승연뷰티미용학원,,061 - 682 - 3220,"헤어자격증 , 네일자격증 , 메이크업자격증",,34.7574530,127.6665563
M59jphjQiBkBg9DoCcffqw==,블레스드실용음악학원,서울특별시 강동구,(05376) 서울특별시 강동구 풍성로 215 3층,,02 - 2038 - 2520,"강동실용음악학원 , 블레스드실용음악학원 , 강동평생교육이용권",,37.5291767,127.1357637
DvRes2xKeUwnsFi3LlFVrw==,둔산음식나라조리제과커피학원,대전광역시 서구,(35234) 대전광역시 서구 둔산남로 3 운암키즈몰 6층 지도보기,http://www.esnara.co.kr/default/,042 - 471 - 9339,"요리 , 제과제빵 , 커피바리스타",트렌드브런치 | 커피바리스타2급 자격 | 일식조리기능사 과정 | 중식조리기능사취득 | 양식조리 | 한식조리 | 제과기능사 | 제빵기능사 | 생활요리 | 커피바리스타입문,36.3481099,127.3781275
kYG5jb4L+Ud3y5s6JFFVpw==,윈드필라테스평생교육원,경기도 광명시,(14348) 경기도 광명시 새빛공원로 67 3동 301~303호 지도보기,,010 - 8724 - 0920,필라테스,,37.4193612,126.8882953
4ZYOCHzbl2nhZ4epA/qotg==,DS실용음악학원,서울특별시 동작구,(07012) 서울특별시 동작구 사당로26길 38 대림빌딩 3층 지도보기,https://dsvocal-mo.imweb.me/index,010 - 6777 - 6348,"노래 , 기타 , 음악",,37.4821047,126.9780599
H2NWUVf2kaGW19iRm+Hnsw==,윤아트공예학원,부산광역시 강서구,(46764) 부산광역시 강서구 명지오션시티4로 67 강서타워402,,051 - 203 - 9123,"토탈공예 , 업사이클링 공예 , 클레이아트",업사이클링 재생소품제작 | 수제냅킨소품제작 | 미니어처수지점토 음식만들기 | 클레이점토공예 | 재생종이밴드소품제작 | 토탈공예 | 레진아트 | 양말목공예 | 생활도자기공예 | 다육식물도우아트,35.0830186,128.9039621
xGm1VvYQuB8WrTa/LFgIgg==,안성제과제빵학원,경기도 안성시,(17580) 경기도 안성시 안성맞춤대로 1063 2층,,010 - 5643 - 6448,"제과제빵 , 홈베이킹 , 케이크",제빵기능사 | 제과기능사,37.0083246,127.2695441
QhvxBwx8sAIvdQGp4D5rjQ==,뮤즈종합음악학원,경상북도 포항시,(37760) 경상북도 포항시 남구 새천년대로 448 뮤즈빌딩 2.4층,,010 - 9370 - 4980,"음악학원 , 기타학원 , 포항평생교육이용권",에어로폰 | 하모니카 | 팬플룻 | 첼로 | 바이올린 | 기타 | 색소폰 | 드럼 | 전자올겐 | 아코디언,36.0154187,129.3457554
CmcTonAzYYrEP3zjAFvP+g==,한국문화센터평생교육원,부산광역시 해운대구,(48106) 부산광역시 해운대구 양운로 98 대하프라자 804호 지도보기,hudhanc.co.kr,051 - 704 - 8860,"부산해운대문화센터 , 해운대플라워클래스 , 바우처플라워꽃수업",아치 버진로드 웨딩공간장식 | 신 화환 ( 축하 화환 ) 디자인 | 이벤트(행사)  꽃장식 | 유러피언  플라워디자인 | 플라워 수채화 캘리 | 프리저브드 캘리 | 꽃집  창업 실무 | 실내식물 가드닝 | 생활공간 꽃장식반 | 캘리그라피 (나의 감성을 글과 색으로 쓰다),35.1716411,129.1748353
NQnHV4YfdiZN3e1xcRXPgA==,서울시민대학모두의학교캠퍼스,서울특별시 금천구,(08548) 서울특별시 금천구 남부순환로128길 42 서울시민대학 모두의학교 캠퍼스 지도보기,https://sll.seoul.go.kr/main/doMainView.do?main_se=ssu,02 - 852 - 7142,"서울시민대학 , 모두의학교 캠퍼스 , 모두의학교",,37.4781974,126.9070289
j1hRvfIsH8Qe4O8pVQDCag==,한국스피치평생교육원,서울특별시 종로구,(03139) 서울특별시 종로구 종로 123 7층,http://www.speech365.kr,010 - 3742 - 3477,"스피치 프레젠테션 , 언어치료 , 면접, 사회,발표",,37.5706658,126.9912921
7OYhqEPZce1lUQZ/AYy1Vg==,담양군평생교육원,전라남도 담양군,(57390) 전라남도 담양군 창평면 창평현로 766-6 1층,,061 - 383 - 6313,평생교육사,슬로푸드교육사 | 병원동행매니저 | 병원동행매니저 | 평생교육사강사,35.2433382,127.0244902
Hnp6FQjRoT4WVOCBEOXjNA==,구로구발달장애인평생교육센터,서울특별시 구로구,(08275) 서울특별시 구로구 안양천로 552 4~5층,,02 - 2685 - 9579,,,37.4963451,126.8682447
pXA5+gYRom9KlAGbxfl0lw==,중앙미용학원,전북특별자치도 익산시,(54662) 전북특별자치도 익산시 익산대로 171 중앙미용학원,중앙미용.kr,063 - 841 - 8866,"미용 , 헤어 , 헤어미용자격증",남자커트,35.9416416,126.9475458
BaK5qj6c9JJ5f2gJzteupw==,코리아요리아트아카데미인천,인천광역시 부평구,(21394) 인천광역시 부평구 시장로 7 MH타워 16층,http://incheon.kcookart.com/,032 - 262 - 8335,"원데이클래스 , 바리스타 , 한식기능사",세계요리정복 5회 | 한식기능사 주말(31가지) | 한식기능사,37.4922000,126.7240198
sdqXhHf9NAivk0pvyj0hiw==,뉴창원자동차운전전문학원,경상남도 창원시,(51756) 경상남도 창원시 마산합포구 가포신항남로 43 뉴창원자동차운전전문학원,www.changwoncar.co.kr,055 - 237 - 7070,"운전학원 , 창원운전학원 , 마산운전학원",,35.1624939,128.5769977
do5aK6Wzq7snWV3BOwgMVA==,에듀윌원격평생교육원(학점은행제),서울특별시 구로구,(08378) 서울특별시 구로구 디지털로34길 55 201호,www.studywill.net,1600 - 6702,,장애인복지론 | 가족복지론 | 정신건강론 | 아동복지론 | 사회복지행정론 | 사회복지학개론 | 사회복지정책론 | 사회복지실천론 | 노인복지론 | 가족상담및가족치료,37.4842856,126.8992821
K43Ep+5UiIZfymQow9N/CQ==,신진주미용전문학원,경상남도 진주시,(52758) 경상남도 진주시 장대로 11 4층,,055 - 743 - 6688,"진주미용전문학원 , 신진주미용전문학원 , 피부미용전문가",맞춤형화장품조제관리사 자격증 과정 | 맞춤형화장품상담전문가(기초) | 미용(피부)실무기초반 | 미용(피부)자격증반,35.1926254,128.0885601
mfdaLhPffHjkRYFrmUiYLg==,행운자동차운전전문학원,경기도 포천시,(11140) 경기도 포천시 신북면 중앙로 332-34 행운자동차운전전문학원,https://hwolle.com,031 - 535 - 8877,"1종보통 , 2종보통 , 1종대형",운전연수 | 2종보통운전면허 | 1종보통운전면허 | 1종대형운전면허 | 운전연수,37.9151542,127.2151499
NuVMhflmvn1z1SRiv43gEA==,중앙자동차운전전문학원,충청북도 충주시,(27471) 충청북도 충주시 대소원면 완오신촌길 12 중앙자동차운전전문학원,,043 - 853 - 1601,"1종대형 , 1종보통.자동 , 2종자동",,36.9664371,127.8512437
9U6qY6fVzDJI+Eoum4dkXw==,한국상담심리교육개발원평생교육원,서울특별시 강남구,(06097) 서울특별시 강남구 봉은사로57길 5 302호,www.ccpe.co.kr,02 - 3443 - 0901,"임상심리사 , 심리상담사 , tci",,37.5112143,127.0451360
xG+TYd/bXn65FnCMlYRwsA==,룩스필라테스까치산역점평생교육원,서울특별시 강서구,(07774) 서울특별시 강서구 강서로 43 도양라비앙타워 9층 901.902호,http://lookspilates.com/,02 - 2690 - 1125,"까치산역필라테스 , 플라잉요가 , 번지핏",,37.5315298,126.8465161
WBdlDxoKT21XEoSdkObavg==,주식회사동송자동차운전전문학원,강원특별자치도 철원군,(24025) 강원특별자치도 철원군 동송읍 상노로 519 동송자동차학원,www.dsdriving.com,033 - 455 - 1500,"1종보통오토 도로연 , 2종보통 2종소형 , 1종대형 대형견인",,38.1780688,127.2283479
DmEj84sYU/U5etMPh0254g==,동대문여성인력개발센터,서울특별시 동대문구,"(02583) 서울특별시 동대문구 왕산로 60-1 포은빌딩6,7층",https://www.job2060.or.kr/,02 - 921 - 2020,"컴퓨터,조리,커피 , 사회문화,요양보호사 , 정리수납,유튜브",,37.5772910,127.0301582
jRHZhMHT3tv5+/dhB47Nyg==,한국인재뱅크평생교육원,부산광역시 부산진구,(47365) 부산광역시 부산진구 범일로 138 3층,koreasafe.org,051 - 637 - 9906,"파크골프, 골프 , 철학, 안전철학 , 산업안전, ISO",산업안전(보건)지도사 | 파크골프 | 안전코칭교육지도사 | 학교안전교육지도사 | 종합안전지도사 | 철학 | PM(프로젝트매니져) | ISO45001(안전보건경영) | PM(프로젝트 매니져) | 철학,35.1422427,129.0596030
Uaxf9QFMNp1vr8vAnfizXw==,통일평생교육원,경기도 연천군,(11037) 경기도 연천군 전곡읍 전곡역로66번길 53 1층 사무실,https://www.yeoncheon.go.kr/learning/index.do,031 - 839 - 4433,,,38.0221780,127.0718496
QX8bLyAKJHV6RqzCT9e4SA==,한국이러닝평생교육원,경기도 하남시,(12913) 경기도 하남시 미사강변동로 79 제12층 제1201호,https://www.keedu.co.kr/,02 - 1544 - 4776,,,37.5620421,127.1928471
tirBKtyay1FHZ9pk60A/ng==,김기진카빙데코레이션학원,대구광역시 동구,(41176) 대구광역시 동구 효동로1길 12 2층 201호,,010 - 7501 - 9707,"푸드카빙 , 수박카빙 , 카빙학원",,35.8789681,128.6483121
mgZVNNq0ENhjH/Srv1+4GQ==,울산푸른학교,울산광역시 남구,(44690) 울산광역시 남구 월평로 64 3-4층,,052 - 276 - 2088,"성인초등학교중학교 , 울산 평생교육 , 울산평생교육바우처",,35.5419818,129.3125502
LNQ1MHC5FWBG+ng44Ot1uw==,동방문화대학원대학교부설미래교육원,서울특별시 성북구,(02838) 서울특별시 성북구 성북로28길 60 미래교육원,www.dongbang.ac.kr,02 - 3668 - 9890,"서예, 문인화 분야 , 명리, 풍수 분야 , 학점은행제",,37.5967571,126.9916805
Md9S2GIJDfNgKrtigMRPIA==,만촌평생학습센터,대구광역시 수성구,(42043) 대구광역시 수성구 국채보상로 1001 3층 만촌평생학습센터 지도보기,https://lll.suseong.kr,053 - 666 - 4672,,,35.8662681,128.6399599
6zwHnkfKx6aeiM2IR+Uz6A==,상주중장비운전학원,경상북도 상주시,(37227) 경상북도 상주시 남상주로 1438 상주중장비운전학원 지도보기,https://naver.me/GLAlZiJW,054 - 536 - 1191,"중장비 , 지게차 , 굴착기",굴착기 운전기능사 | 지게차 운전기능사 | 5톤 미만 로더 | 3톤 미만 굴착기 | 3톤 미만 지게차,36.3608669,128.1461826
zNID5CY3RfgTGUVgW7uWng==,대한예술심리평생교육원,경기도 고양시,(10308) 경기도 고양시 일산동구 숲속마을1로 26 다인타운 202호,,010 - 8472 - 1102,"악기 , 미술 , 아로마",,37.6634780,126.7991143
5lKL2z/hwyixWTKUMBBjOA==,컬컴청라점평생교육원,인천광역시 서구,(22736) 인천광역시 서구 중봉대로 588 11층 1104~1106호,,010 - 8495 - 0553,"영어 , 영어회화 , 중국어회화",,37.5321086,126.6502646
HxYGCoRw/5TE+Lub7eBAVQ==,당진자동차운전전문학원,충청남도 당진시,(31735) 충청남도 당진시 송악읍 광명길 27 당진자동차운전전문학원,http://djcar.edenstore.co.kr/index.php?device=mobile,010 - 2769 - 8510,"운전면허증 자격 , 자동차운전학원 , 면허증",,36.8940636,126.7149259
/fAFWpIAaVpg9xNl0o/W3w==,JC글로벌어학원,인천광역시 부평구,"(21404) 인천광역시 부평구 경원대로 1404 그랑프리빌딩 309, 310, 312",www.jc21.co.kr,032 - 516 - 0515,"JC글로벌어학원 , 부평영어회화 , 인천영어회화",,37.4909488,126.7250512
zq6CKHVUE6FUzXt9yfcLVg==,랄라실용음악학원,광주광역시 북구,(61120) 광주광역시 북구 우치로241번길 45 3층,,9485 - 1492,"보컬 , 베이스 , 기타",기타 초급 | 피아노 고급,35.1862008,126.9024462
6KzaN02ok8X/tQmwm/1eZg==,포항중앙평생교육원,경상북도 포항시,(37681) 경상북도 포항시 남구 대이로60번길 16-5 2층,https://cafe.daum.net/PHLIFE,054 - 278 - 1592,"포항중앙평생교육원 , 타로교육 , 부동산실전경매",직업상담사2급 1차대비반 | 건설안전기사 1차대비반,36.0207271,129.3429471
vIDEzXaJQpPBb2BA6zk/+w==,광주속기학원,광주광역시 동구,(61482) 광주광역시 동구 금남로 250-8 금향빌딩 4층,http://kjcas.co.kr,062 - 652 - 1855,"속기사 , 한글속기사 , 속기직공무원",,35.1476052,126.9183555
kDq0vdgXpKOQ79wKmKCE6w==,행복한우리복지관,대전광역시 서구,(35366) 대전광역시 서구 계백로 1093-32 행복한우리복지관,https://www.happywoori.or.kr/,042 - 331 - 1155,,보치아 요실 | 탁구 | 배드민턴 | 굿데이 | 웹디자인스쿨 | 행복한우리앙상블 | 미술아카데미 | 음악아카데미 | 평생아카데미 | 웰빙아카데미,36.3052037,127.3451713
NjkWszwbUaXNORATc1+RIg==,동해시(평생학습관),강원특별자치도 동해시,(25781) 강원특별자치도 동해시 감추7길 52 동해시평생학습관,https://www.dh.go.kr/lifelong,033 - 530 - 2471,"평생교육 , 바우처 , 동해시",,37.5152052,129.1235482
09P3OmUfec7FbhWsS7TKpQ==,조윤희커피학원,충청남도 홍성군,(32265) 충청남도 홍성군 홍북읍 청사로48번길 16 303호 조윤희커피학원 지도보기,https://cyhcoffee2.cafe24.com/,010 - 7590 - 7139,"내포커피학원 , 홍성바리스타 , 예산바리스타",,36.6477224,126.6760900
j+KegmvixehHKvchqFBX2g==,제일정보처리학원,대전광역시 중구,(34832) 대전광역시 중구 대종로 498 동남빌딩 3층,www.jeilinfo.com,042 - 223 - 1171,"ITQ , 컴퓨터활용능력 , 대전컴퓨터학원",컴퓨터기초과정 | 컴퓨터활용능력2급 자격증 | ITQ자격증 | ITQ자격증 | 컴퓨터활용능력2급 자격증 | ITQ자격증 | 컴퓨터활용능력2급 자격증 | ITQ자격증,36.3289847,127.4257869
V2J8JhSQfYBOAKCvntgjUA==,동해자동차운전전문학원,강원특별자치도 동해시,(25705) 강원특별자치도 동해시 새들길 20 동해자동차운전전문학원 (초구동),https://blog.naver.com/ldh1659,033 - 534 - 3303,"운전학원 , 도로연수 , 운전면허증",,37.5771634,129.0923611
aQj/cSo99cdrZhMf0p4X1w==,영종장애인종합복지관,인천광역시 중구,(22377) 인천광역시 중구 찬들로 151 문화복지동 1층 영종장애인종합복지관,https://inyj.or.kr/,032 - 752 - 2433,"장애인 , 장애인복지관 , 문화여가",,37.4805032,126.5319946
UyTkpWgMUIkN2vuL6EP9rg==,서산지역사회교육협의회,충청남도 서산시,(31981) 충청남도 서산시 시장6로 35 2층,,041 - 662 - 2727,,목고예교실2<일상생활에 활용 가능한 목공기술을 배우는 실용목공>,36.7828395,126.4577885
ob0y4Mp/onROqLS5XZa3KQ==,산본시사EJC어학원,경기도 군포시,(15865) 경기도 군포시 광정로 80 신원타워빌딩 702호 산본시사EJC어학원,http://www.sisasb.com,031 - 341 - 0515,"산본일본어 , 산본영어 , 산본중국어",,37.3602927,126.9295611
2QNOmfkrbGInRDzqo+6//g==,마인드바디필라테스&요가구월점평생교육원,인천광역시 남동구,(21575) 인천광역시 남동구 인하로511번길 18 4층 지도보기,https://m.place.naver.com/place/38571333,032 - 433 - 6521,"필라테스 , 요가 , 운동",,37.4440098,126.7036353
